r,t,f,y,ProductionByTechnologyAnnual
"Greece","GRMSOV1F01","ELDISFIN",2019,2.027386368
"Greece","GRMSOV1F01","ELDISFIN",2020,2.126283264
"Greece","GRMSOV1F01","ELDISFIN",2021,2.324077056
"Greece","GRMSOV1F01","ELDISFIN",2022,3.560288256
"Greece","GRMSOV1F01","ELDISFIN",2023,4.796499456
"Greece","GRMSOV1F01","ELDISFIN",2024,6.032710656
"Greece","GRMSOV1F01","ELDISFIN",2025,7.268921856
"Greece","GRMSOV1F01","ELDISFIN",2026,8.505133056
"Greece","GRMSOV1F01","ELDISFIN",2027,9.741344256
"Greece","GRMSOV1F01","ELDISFIN",2028,10.977555456
"Greece","GRMSOV1F01","ELDISFIN",2029,12.213766656
"Greece","GRMSOV1F01","ELDISFIN",2030,13.449977856
"Greece","GRMSOV1F01","ELDISFIN",2031,13.944462336
"Greece","GRMSOV1F01","ELDISFIN",2032,14.438946816
"Greece","GRMSOV1F01","ELDISFIN",2033,14.933431296
"Greece","GRMSOV1F01","ELDISFIN",2034,15.427915776
"Greece","GRMSOV1F01","ELDISFIN",2035,15.922400256
"Greece","GRMSOV1F01","ELDISFIN",2036,16.416884736
"Greece","GRMSOV1F01","ELDISFIN",2037,16.911369216
"Greece","GRMSOV1F01","ELDISFIN",2038,17.405853696
"Greece","GRMSOV1F01","ELDISFIN",2039,17.900338176
"Greece","GRMSOV1F01","ELDISFIN",2040,18.394822656
"Greece","GRMSOV1F01","ELDISFIN",2041,18.889307136
"Greece","GRMSOV1F01","ELDISFIN",2042,19.383791616
"Greece","GRMSOV1F01","ELDISFIN",2043,19.7793792
"Greece","GRMSOV1F01","ELDISFIN",2044,19.7793792
"Greece","GRMSOV1F01","ELDISFIN",2045,19.7793792
"Greece","GRMSOV1F01","ELDISFIN",2046,19.7793792
"Greece","GRMSOV1F01","ELDISFIN",2047,19.7793792
"Greece","GRMSOV1F01","ELDISFIN",2048,19.7793792
"Greece","GRMSOV1F01","ELDISFIN",2049,18.246477312
"Greece","GRMSOV1F01","ELDISFIN",2050,18.642064896
"Greece","GRMSOV1F01","ELPOWTRANS",2019,0
"Greece","GRMSOV1F01","ELPOWTRANS",2020,0
"Greece","GRMSOV1F01","ELPOWTRANS",2021,0
"Greece","GRMSOV1F01","ELPOWTRANS",2022,0
"Greece","GRMSOV1F01","ELPOWTRANS",2023,0
"Greece","GRMSOV1F01","ELPOWTRANS",2024,0
"Greece","GRMSOV1F01","ELPOWTRANS",2025,0
"Greece","GRMSOV1F01","ELPOWTRANS",2026,0
"Greece","GRMSOV1F01","ELPOWTRANS",2027,0
"Greece","GRMSOV1F01","ELPOWTRANS",2028,0
"Greece","GRMSOV1F01","ELPOWTRANS",2029,0
"Greece","GRMSOV1F01","ELPOWTRANS",2030,0
"Greece","GRMSOV1F01","ELPOWTRANS",2031,0
"Greece","GRMSOV1F01","ELPOWTRANS",2032,0
"Greece","GRMSOV1F01","ELPOWTRANS",2033,0
"Greece","GRMSOV1F01","ELPOWTRANS",2034,0
"Greece","GRMSOV1F01","ELPOWTRANS",2035,0
"Greece","GRMSOV1F01","ELPOWTRANS",2036,0
"Greece","GRMSOV1F01","ELPOWTRANS",2037,0
"Greece","GRMSOV1F01","ELPOWTRANS",2038,0
"Greece","GRMSOV1F01","ELPOWTRANS",2039,0
"Greece","GRMSOV1F01","ELPOWTRANS",2040,0
"Greece","GRMSOV1F01","ELPOWTRANS",2041,0
"Greece","GRMSOV1F01","ELPOWTRANS",2042,0
"Greece","GRMSOV1F01","ELPOWTRANS",2043,0
"Greece","GRMSOV1F01","ELPOWTRANS",2044,0
"Greece","GRMSOV1F01","ELPOWTRANS",2045,0
"Greece","GRMSOV1F01","ELPOWTRANS",2046,0
"Greece","GRMSOV1F01","ELPOWTRANS",2047,0
"Greece","GRMSOV1F01","ELPOWTRANS",2048,0
"Greece","GRMSOV1F01","ELPOWTRANS",2049,0
"Greece","GRMSOV1F01","ELPOWTRANS",2050,0
"Greece","GRMSOV1F01","ELRE",2019,0
"Greece","GRMSOV1F01","ELRE",2020,0
"Greece","GRMSOV1F01","ELRE",2021,0
"Greece","GRMSOV1F01","ELRE",2022,0
"Greece","GRMSOV1F01","ELRE",2023,0
"Greece","GRMSOV1F01","ELRE",2024,0
"Greece","GRMSOV1F01","ELRE",2025,0
"Greece","GRMSOV1F01","ELRE",2026,0
"Greece","GRMSOV1F01","ELRE",2027,0
"Greece","GRMSOV1F01","ELRE",2028,0
"Greece","GRMSOV1F01","ELRE",2029,0
"Greece","GRMSOV1F01","ELRE",2030,0
"Greece","GRMSOV1F01","ELRE",2031,0
"Greece","GRMSOV1F01","ELRE",2032,0
"Greece","GRMSOV1F01","ELRE",2033,0
"Greece","GRMSOV1F01","ELRE",2034,0
"Greece","GRMSOV1F01","ELRE",2035,0
"Greece","GRMSOV1F01","ELRE",2036,0
"Greece","GRMSOV1F01","ELRE",2037,0
"Greece","GRMSOV1F01","ELRE",2038,0
"Greece","GRMSOV1F01","ELRE",2039,0
"Greece","GRMSOV1F01","ELRE",2040,0
"Greece","GRMSOV1F01","ELRE",2041,0
"Greece","GRMSOV1F01","ELRE",2042,0
"Greece","GRMSOV1F01","ELRE",2043,0
"Greece","GRMSOV1F01","ELRE",2044,0
"Greece","GRMSOV1F01","ELRE",2045,0
"Greece","GRMSOV1F01","ELRE",2046,0
"Greece","GRMSOV1F01","ELRE",2047,0
"Greece","GRMSOV1F01","ELRE",2048,0
"Greece","GRMSOV1F01","ELRE",2049,0
"Greece","GRMSOV1F01","ELRE",2050,0
"Greece","GRMSOV1F01","ELTRDIS",2019,0
"Greece","GRMSOV1F01","ELTRDIS",2020,0
"Greece","GRMSOV1F01","ELTRDIS",2021,0
"Greece","GRMSOV1F01","ELTRDIS",2022,0
"Greece","GRMSOV1F01","ELTRDIS",2023,0
"Greece","GRMSOV1F01","ELTRDIS",2024,0
"Greece","GRMSOV1F01","ELTRDIS",2025,0
"Greece","GRMSOV1F01","ELTRDIS",2026,0
"Greece","GRMSOV1F01","ELTRDIS",2027,0
"Greece","GRMSOV1F01","ELTRDIS",2028,0
"Greece","GRMSOV1F01","ELTRDIS",2029,0
"Greece","GRMSOV1F01","ELTRDIS",2030,0
"Greece","GRMSOV1F01","ELTRDIS",2031,0
"Greece","GRMSOV1F01","ELTRDIS",2032,0
"Greece","GRMSOV1F01","ELTRDIS",2033,0
"Greece","GRMSOV1F01","ELTRDIS",2034,0
"Greece","GRMSOV1F01","ELTRDIS",2035,0
"Greece","GRMSOV1F01","ELTRDIS",2036,0
"Greece","GRMSOV1F01","ELTRDIS",2037,0
"Greece","GRMSOV1F01","ELTRDIS",2038,0
"Greece","GRMSOV1F01","ELTRDIS",2039,0
"Greece","GRMSOV1F01","ELTRDIS",2040,0
"Greece","GRMSOV1F01","ELTRDIS",2041,0
"Greece","GRMSOV1F01","ELTRDIS",2042,0
"Greece","GRMSOV1F01","ELTRDIS",2043,0
"Greece","GRMSOV1F01","ELTRDIS",2044,0
"Greece","GRMSOV1F01","ELTRDIS",2045,0
"Greece","GRMSOV1F01","ELTRDIS",2046,0
"Greece","GRMSOV1F01","ELTRDIS",2047,0
"Greece","GRMSOV1F01","ELTRDIS",2048,0
"Greece","GRMSOV1F01","ELTRDIS",2049,0
"Greece","GRMSOV1F01","ELTRDIS",2050,0
"Greece","GRMSOV1F01","GRBIOMASS",2019,0
"Greece","GRMSOV1F01","GRBIOMASS",2020,0
"Greece","GRMSOV1F01","GRBIOMASS",2021,0
"Greece","GRMSOV1F01","GRBIOMASS",2022,0
"Greece","GRMSOV1F01","GRBIOMASS",2023,0
"Greece","GRMSOV1F01","GRBIOMASS",2024,0
"Greece","GRMSOV1F01","GRBIOMASS",2025,0
"Greece","GRMSOV1F01","GRBIOMASS",2026,0
"Greece","GRMSOV1F01","GRBIOMASS",2027,0
"Greece","GRMSOV1F01","GRBIOMASS",2028,0
"Greece","GRMSOV1F01","GRBIOMASS",2029,0
"Greece","GRMSOV1F01","GRBIOMASS",2030,0
"Greece","GRMSOV1F01","GRBIOMASS",2031,0
"Greece","GRMSOV1F01","GRBIOMASS",2032,0
"Greece","GRMSOV1F01","GRBIOMASS",2033,0
"Greece","GRMSOV1F01","GRBIOMASS",2034,0
"Greece","GRMSOV1F01","GRBIOMASS",2035,0
"Greece","GRMSOV1F01","GRBIOMASS",2036,0
"Greece","GRMSOV1F01","GRBIOMASS",2037,0
"Greece","GRMSOV1F01","GRBIOMASS",2038,0
"Greece","GRMSOV1F01","GRBIOMASS",2039,0
"Greece","GRMSOV1F01","GRBIOMASS",2040,0
"Greece","GRMSOV1F01","GRBIOMASS",2041,0
"Greece","GRMSOV1F01","GRBIOMASS",2042,0
"Greece","GRMSOV1F01","GRBIOMASS",2043,0
"Greece","GRMSOV1F01","GRBIOMASS",2044,0
"Greece","GRMSOV1F01","GRBIOMASS",2045,0
"Greece","GRMSOV1F01","GRBIOMASS",2046,0
"Greece","GRMSOV1F01","GRBIOMASS",2047,0
"Greece","GRMSOV1F01","GRBIOMASS",2048,0
"Greece","GRMSOV1F01","GRBIOMASS",2049,0
"Greece","GRMSOV1F01","GRBIOMASS",2050,0
"Greece","GRMSOV1F01","GRCOAL",2019,0
"Greece","GRMSOV1F01","GRCOAL",2020,0
"Greece","GRMSOV1F01","GRCOAL",2021,0
"Greece","GRMSOV1F01","GRCOAL",2022,0
"Greece","GRMSOV1F01","GRCOAL",2023,0
"Greece","GRMSOV1F01","GRCOAL",2024,0
"Greece","GRMSOV1F01","GRCOAL",2025,0
"Greece","GRMSOV1F01","GRCOAL",2026,0
"Greece","GRMSOV1F01","GRCOAL",2027,0
"Greece","GRMSOV1F01","GRCOAL",2028,0
"Greece","GRMSOV1F01","GRCOAL",2029,0
"Greece","GRMSOV1F01","GRCOAL",2030,0
"Greece","GRMSOV1F01","GRCOAL",2031,0
"Greece","GRMSOV1F01","GRCOAL",2032,0
"Greece","GRMSOV1F01","GRCOAL",2033,0
"Greece","GRMSOV1F01","GRCOAL",2034,0
"Greece","GRMSOV1F01","GRCOAL",2035,0
"Greece","GRMSOV1F01","GRCOAL",2036,0
"Greece","GRMSOV1F01","GRCOAL",2037,0
"Greece","GRMSOV1F01","GRCOAL",2038,0
"Greece","GRMSOV1F01","GRCOAL",2039,0
"Greece","GRMSOV1F01","GRCOAL",2040,0
"Greece","GRMSOV1F01","GRCOAL",2041,0
"Greece","GRMSOV1F01","GRCOAL",2042,0
"Greece","GRMSOV1F01","GRCOAL",2043,0
"Greece","GRMSOV1F01","GRCOAL",2044,0
"Greece","GRMSOV1F01","GRCOAL",2045,0
"Greece","GRMSOV1F01","GRCOAL",2046,0
"Greece","GRMSOV1F01","GRCOAL",2047,0
"Greece","GRMSOV1F01","GRCOAL",2048,0
"Greece","GRMSOV1F01","GRCOAL",2049,0
"Greece","GRMSOV1F01","GRCOAL",2050,0
"Greece","GRMSOV1F01","GRDIESEL",2019,0
"Greece","GRMSOV1F01","GRDIESEL",2020,0
"Greece","GRMSOV1F01","GRDIESEL",2021,0
"Greece","GRMSOV1F01","GRDIESEL",2022,0
"Greece","GRMSOV1F01","GRDIESEL",2023,0
"Greece","GRMSOV1F01","GRDIESEL",2024,0
"Greece","GRMSOV1F01","GRDIESEL",2025,0
"Greece","GRMSOV1F01","GRDIESEL",2026,0
"Greece","GRMSOV1F01","GRDIESEL",2027,0
"Greece","GRMSOV1F01","GRDIESEL",2028,0
"Greece","GRMSOV1F01","GRDIESEL",2029,0
"Greece","GRMSOV1F01","GRDIESEL",2030,0
"Greece","GRMSOV1F01","GRDIESEL",2031,0
"Greece","GRMSOV1F01","GRDIESEL",2032,0
"Greece","GRMSOV1F01","GRDIESEL",2033,0
"Greece","GRMSOV1F01","GRDIESEL",2034,0
"Greece","GRMSOV1F01","GRDIESEL",2035,0
"Greece","GRMSOV1F01","GRDIESEL",2036,0
"Greece","GRMSOV1F01","GRDIESEL",2037,0
"Greece","GRMSOV1F01","GRDIESEL",2038,0
"Greece","GRMSOV1F01","GRDIESEL",2039,0
"Greece","GRMSOV1F01","GRDIESEL",2040,0
"Greece","GRMSOV1F01","GRDIESEL",2041,0
"Greece","GRMSOV1F01","GRDIESEL",2042,0
"Greece","GRMSOV1F01","GRDIESEL",2043,0
"Greece","GRMSOV1F01","GRDIESEL",2044,0
"Greece","GRMSOV1F01","GRDIESEL",2045,0
"Greece","GRMSOV1F01","GRDIESEL",2046,0
"Greece","GRMSOV1F01","GRDIESEL",2047,0
"Greece","GRMSOV1F01","GRDIESEL",2048,0
"Greece","GRMSOV1F01","GRDIESEL",2049,0
"Greece","GRMSOV1F01","GRDIESEL",2050,0
"Greece","GRMSOV1F01","GRGAS",2019,0
"Greece","GRMSOV1F01","GRGAS",2020,0
"Greece","GRMSOV1F01","GRGAS",2021,0
"Greece","GRMSOV1F01","GRGAS",2022,0
"Greece","GRMSOV1F01","GRGAS",2023,0
"Greece","GRMSOV1F01","GRGAS",2024,0
"Greece","GRMSOV1F01","GRGAS",2025,0
"Greece","GRMSOV1F01","GRGAS",2026,0
"Greece","GRMSOV1F01","GRGAS",2027,0
"Greece","GRMSOV1F01","GRGAS",2028,0
"Greece","GRMSOV1F01","GRGAS",2029,0
"Greece","GRMSOV1F01","GRGAS",2030,0
"Greece","GRMSOV1F01","GRGAS",2031,0
"Greece","GRMSOV1F01","GRGAS",2032,0
"Greece","GRMSOV1F01","GRGAS",2033,0
"Greece","GRMSOV1F01","GRGAS",2034,0
"Greece","GRMSOV1F01","GRGAS",2035,0
"Greece","GRMSOV1F01","GRGAS",2036,0
"Greece","GRMSOV1F01","GRGAS",2037,0
"Greece","GRMSOV1F01","GRGAS",2038,0
"Greece","GRMSOV1F01","GRGAS",2039,0
"Greece","GRMSOV1F01","GRGAS",2040,0
"Greece","GRMSOV1F01","GRGAS",2041,0
"Greece","GRMSOV1F01","GRGAS",2042,0
"Greece","GRMSOV1F01","GRGAS",2043,0
"Greece","GRMSOV1F01","GRGAS",2044,0
"Greece","GRMSOV1F01","GRGAS",2045,0
"Greece","GRMSOV1F01","GRGAS",2046,0
"Greece","GRMSOV1F01","GRGAS",2047,0
"Greece","GRMSOV1F01","GRGAS",2048,0
"Greece","GRMSOV1F01","GRGAS",2049,0
"Greece","GRMSOV1F01","GRGAS",2050,0
"Greece","GRMSOV1F01","GROIL",2019,0
"Greece","GRMSOV1F01","GROIL",2020,0
"Greece","GRMSOV1F01","GROIL",2021,0
"Greece","GRMSOV1F01","GROIL",2022,0
"Greece","GRMSOV1F01","GROIL",2023,0
"Greece","GRMSOV1F01","GROIL",2024,0
"Greece","GRMSOV1F01","GROIL",2025,0
"Greece","GRMSOV1F01","GROIL",2026,0
"Greece","GRMSOV1F01","GROIL",2027,0
"Greece","GRMSOV1F01","GROIL",2028,0
"Greece","GRMSOV1F01","GROIL",2029,0
"Greece","GRMSOV1F01","GROIL",2030,0
"Greece","GRMSOV1F01","GROIL",2031,0
"Greece","GRMSOV1F01","GROIL",2032,0
"Greece","GRMSOV1F01","GROIL",2033,0
"Greece","GRMSOV1F01","GROIL",2034,0
"Greece","GRMSOV1F01","GROIL",2035,0
"Greece","GRMSOV1F01","GROIL",2036,0
"Greece","GRMSOV1F01","GROIL",2037,0
"Greece","GRMSOV1F01","GROIL",2038,0
"Greece","GRMSOV1F01","GROIL",2039,0
"Greece","GRMSOV1F01","GROIL",2040,0
"Greece","GRMSOV1F01","GROIL",2041,0
"Greece","GRMSOV1F01","GROIL",2042,0
"Greece","GRMSOV1F01","GROIL",2043,0
"Greece","GRMSOV1F01","GROIL",2044,0
"Greece","GRMSOV1F01","GROIL",2045,0
"Greece","GRMSOV1F01","GROIL",2046,0
"Greece","GRMSOV1F01","GROIL",2047,0
"Greece","GRMSOV1F01","GROIL",2048,0
"Greece","GRMSOV1F01","GROIL",2049,0
"Greece","GRMSOV1F01","GROIL",2050,0
"Greece","GRMWIP00","ALEL",2019,0
"Greece","GRMWIP00","ALEL",2020,0
"Greece","GRMWIP00","ALEL",2021,0
"Greece","GRMWIP00","ALEL",2022,0
"Greece","GRMWIP00","ALEL",2023,0
"Greece","GRMWIP00","ALEL",2024,0
"Greece","GRMWIP00","ALEL",2025,0
"Greece","GRMWIP00","ALEL",2026,0
"Greece","GRMWIP00","ALEL",2027,0
"Greece","GRMWIP00","ALEL",2028,0
"Greece","GRMWIP00","ALEL",2029,0
"Greece","GRMWIP00","ALEL",2030,0
"Greece","GRMWIP00","ALEL",2031,0
"Greece","GRMWIP00","ALEL",2032,0
"Greece","GRMWIP00","ALEL",2033,0
"Greece","GRMWIP00","ALEL",2034,0
"Greece","GRMWIP00","ALEL",2035,0
"Greece","GRMWIP00","ALEL",2036,0
"Greece","GRMWIP00","ALEL",2037,0
"Greece","GRMWIP00","ALEL",2038,0
"Greece","GRMWIP00","ALEL",2039,0
"Greece","GRMWIP00","ALEL",2040,0
"Greece","GRMWIP00","ALEL",2041,0
"Greece","GRMWIP00","ALEL",2042,0
"Greece","GRMWIP00","ALEL",2043,0
"Greece","GRMWIP00","ALEL",2044,0
"Greece","GRMWIP00","ALEL",2045,0
"Greece","GRMWIP00","ALEL",2046,0
"Greece","GRMWIP00","ALEL",2047,0
"Greece","GRMWIP00","ALEL",2048,0
"Greece","GRMWIP00","ALEL",2049,0
"Greece","GRMWIP00","ALEL",2050,0
"Greece","GRMWIP00","ELDISFIN",2019,0
"Greece","GRMWIP00","ELDISFIN",2020,0
"Greece","GRMWIP00","ELDISFIN",2021,0
"Greece","GRMWIP00","ELDISFIN",2022,0
"Greece","GRMWIP00","ELDISFIN",2023,0
"Greece","GRMWIP00","ELDISFIN",2024,0
"Greece","GRMWIP00","ELDISFIN",2025,0
"Greece","GRMWIP00","ELDISFIN",2026,0
"Greece","GRMWIP00","ELDISFIN",2027,0
"Greece","GRMWIP00","ELDISFIN",2028,0
"Greece","GRMWIP00","ELDISFIN",2029,0
"Greece","GRMWIP00","ELDISFIN",2030,0
"Greece","GRMWIP00","ELDISFIN",2031,0
"Greece","GRMWIP00","ELDISFIN",2032,0
"Greece","GRMWIP00","ELDISFIN",2033,0
"Greece","GRMWIP00","ELDISFIN",2034,0
"Greece","GRMWIP00","ELDISFIN",2035,0
"Greece","GRMWIP00","ELDISFIN",2036,0
"Greece","GRMWIP00","ELDISFIN",2037,0
"Greece","GRMWIP00","ELDISFIN",2038,0
"Greece","GRMWIP00","ELDISFIN",2039,0
"Greece","GRMWIP00","ELDISFIN",2040,0
"Greece","GRMWIP00","ELDISFIN",2041,0
"Greece","GRMWIP00","ELDISFIN",2042,0
"Greece","GRMWIP00","ELDISFIN",2043,0
"Greece","GRMWIP00","ELDISFIN",2044,0
"Greece","GRMWIP00","ELDISFIN",2045,0
"Greece","GRMWIP00","ELDISFIN",2046,0
"Greece","GRMWIP00","ELDISFIN",2047,0
"Greece","GRMWIP00","ELDISFIN",2048,0
"Greece","GRMWIP00","ELDISFIN",2049,0
"Greece","GRMWIP00","ELDISFIN",2050,0
"Greece","GRMWIP00","ELPOWTRANS",2019,28.85969736
"Greece","GRMWIP00","ELPOWTRANS",2020,32.93682912
"Greece","GRMWIP00","ELPOWTRANS",2021,35.09531064
"Greece","GRMWIP00","ELPOWTRANS",2022,41.89053024
"Greece","GRMWIP00","ELPOWTRANS",2023,48.68574984
"Greece","GRMWIP00","ELPOWTRANS",2024,55.48096944
"Greece","GRMWIP00","ELPOWTRANS",2025,62.27618904
"Greece","GRMWIP00","ELPOWTRANS",2026,69.07140864
"Greece","GRMWIP00","ELPOWTRANS",2027,75.86662824
"Greece","GRMWIP00","ELPOWTRANS",2028,82.66184784
"Greece","GRMWIP00","ELPOWTRANS",2029,89.45706744
"Greece","GRMWIP00","ELPOWTRANS",2030,95.932512
"Greece","GRMWIP00","ELPOWTRANS",2031,100.806065684118
"Greece","GRMWIP00","ELPOWTRANS",2032,106.379945395423
"Greece","GRMWIP00","ELPOWTRANS",2033,111.853825106727
"Greece","GRMWIP00","ELPOWTRANS",2034,116.052393261036
"Greece","GRMWIP00","ELPOWTRANS",2035,118.768069077089
"Greece","GRMWIP00","ELPOWTRANS",2036,121.606157578505
"Greece","GRMWIP00","ELPOWTRANS",2037,124.016067045664
"Greece","GRMWIP00","ELPOWTRANS",2038,127.913562831978
"Greece","GRMWIP00","ELPOWTRANS",2039,129.985882709497
"Greece","GRMWIP00","ELPOWTRANS",2040,131.456044254417
"Greece","GRMWIP00","ELPOWTRANS",2041,132.906695957726
"Greece","GRMWIP00","ELPOWTRANS",2042,133.56310749594
"Greece","GRMWIP00","ELPOWTRANS",2043,133.386085652104
"Greece","GRMWIP00","ELPOWTRANS",2044,134.214895198249
"Greece","GRMWIP00","ELPOWTRANS",2045,133.556020507989
"Greece","GRMWIP00","ELPOWTRANS",2046,133.27240881338
"Greece","GRMWIP00","ELPOWTRANS",2047,130.709756573483
"Greece","GRMWIP00","ELPOWTRANS",2048,129.295143190964
"Greece","GRMWIP00","ELPOWTRANS",2049,119.976834985337
"Greece","GRMWIP00","ELPOWTRANS",2050,119.054433398285
"Greece","GRMWIP00","ELRE",2019,0
"Greece","GRMWIP00","ELRE",2020,0
"Greece","GRMWIP00","ELRE",2021,0
"Greece","GRMWIP00","ELRE",2022,0
"Greece","GRMWIP00","ELRE",2023,0
"Greece","GRMWIP00","ELRE",2024,0
"Greece","GRMWIP00","ELRE",2025,0
"Greece","GRMWIP00","ELRE",2026,0
"Greece","GRMWIP00","ELRE",2027,0
"Greece","GRMWIP00","ELRE",2028,0
"Greece","GRMWIP00","ELRE",2029,0
"Greece","GRMWIP00","ELRE",2030,0
"Greece","GRMWIP00","ELRE",2031,0
"Greece","GRMWIP00","ELRE",2032,0
"Greece","GRMWIP00","ELRE",2033,0
"Greece","GRMWIP00","ELRE",2034,0
"Greece","GRMWIP00","ELRE",2035,0
"Greece","GRMWIP00","ELRE",2036,0
"Greece","GRMWIP00","ELRE",2037,0
"Greece","GRMWIP00","ELRE",2038,0
"Greece","GRMWIP00","ELRE",2039,0
"Greece","GRMWIP00","ELRE",2040,0
"Greece","GRMWIP00","ELRE",2041,0
"Greece","GRMWIP00","ELRE",2042,0
"Greece","GRMWIP00","ELRE",2043,0
"Greece","GRMWIP00","ELRE",2044,0
"Greece","GRMWIP00","ELRE",2045,0
"Greece","GRMWIP00","ELRE",2046,0
"Greece","GRMWIP00","ELRE",2047,0
"Greece","GRMWIP00","ELRE",2048,0
"Greece","GRMWIP00","ELRE",2049,0
"Greece","GRMWIP00","ELRE",2050,0
"Greece","GRMWIP00","ELTRDIS",2019,0
"Greece","GRMWIP00","ELTRDIS",2020,0
"Greece","GRMWIP00","ELTRDIS",2021,0
"Greece","GRMWIP00","ELTRDIS",2022,0
"Greece","GRMWIP00","ELTRDIS",2023,0
"Greece","GRMWIP00","ELTRDIS",2024,0
"Greece","GRMWIP00","ELTRDIS",2025,0
"Greece","GRMWIP00","ELTRDIS",2026,0
"Greece","GRMWIP00","ELTRDIS",2027,0
"Greece","GRMWIP00","ELTRDIS",2028,0
"Greece","GRMWIP00","ELTRDIS",2029,0
"Greece","GRMWIP00","ELTRDIS",2030,0
"Greece","GRMWIP00","ELTRDIS",2031,0
"Greece","GRMWIP00","ELTRDIS",2032,0
"Greece","GRMWIP00","ELTRDIS",2033,0
"Greece","GRMWIP00","ELTRDIS",2034,0
"Greece","GRMWIP00","ELTRDIS",2035,0
"Greece","GRMWIP00","ELTRDIS",2036,0
"Greece","GRMWIP00","ELTRDIS",2037,0
"Greece","GRMWIP00","ELTRDIS",2038,0
"Greece","GRMWIP00","ELTRDIS",2039,0
"Greece","GRMWIP00","ELTRDIS",2040,0
"Greece","GRMWIP00","ELTRDIS",2041,0
"Greece","GRMWIP00","ELTRDIS",2042,0
"Greece","GRMWIP00","ELTRDIS",2043,0
"Greece","GRMWIP00","ELTRDIS",2044,0
"Greece","GRMWIP00","ELTRDIS",2045,0
"Greece","GRMWIP00","ELTRDIS",2046,0
"Greece","GRMWIP00","ELTRDIS",2047,0
"Greece","GRMWIP00","ELTRDIS",2048,0
"Greece","GRMWIP00","ELTRDIS",2049,0
"Greece","GRMWIP00","ELTRDIS",2050,0
"Greece","GRMWIP00","GRBIOMASS",2019,0
"Greece","GRMWIP00","GRBIOMASS",2020,0
"Greece","GRMWIP00","GRBIOMASS",2021,0
"Greece","GRMWIP00","GRBIOMASS",2022,0
"Greece","GRMWIP00","GRBIOMASS",2023,0
"Greece","GRMWIP00","GRBIOMASS",2024,0
"Greece","GRMWIP00","GRBIOMASS",2025,0
"Greece","GRMWIP00","GRBIOMASS",2026,0
"Greece","GRMWIP00","GRBIOMASS",2027,0
"Greece","GRMWIP00","GRBIOMASS",2028,0
"Greece","GRMWIP00","GRBIOMASS",2029,0
"Greece","GRMWIP00","GRBIOMASS",2030,0
"Greece","GRMWIP00","GRBIOMASS",2031,0
"Greece","GRMWIP00","GRBIOMASS",2032,0
"Greece","GRMWIP00","GRBIOMASS",2033,0
"Greece","GRMWIP00","GRBIOMASS",2034,0
"Greece","GRMWIP00","GRBIOMASS",2035,0
"Greece","GRMWIP00","GRBIOMASS",2036,0
"Greece","GRMWIP00","GRBIOMASS",2037,0
"Greece","GRMWIP00","GRBIOMASS",2038,0
"Greece","GRMWIP00","GRBIOMASS",2039,0
"Greece","GRMWIP00","GRBIOMASS",2040,0
"Greece","GRMWIP00","GRBIOMASS",2041,0
"Greece","GRMWIP00","GRBIOMASS",2042,0
"Greece","GRMWIP00","GRBIOMASS",2043,0
"Greece","GRMWIP00","GRBIOMASS",2044,0
"Greece","GRMWIP00","GRBIOMASS",2045,0
"Greece","GRMWIP00","GRBIOMASS",2046,0
"Greece","GRMWIP00","GRBIOMASS",2047,0
"Greece","GRMWIP00","GRBIOMASS",2048,0
"Greece","GRMWIP00","GRBIOMASS",2049,0
"Greece","GRMWIP00","GRBIOMASS",2050,0
"Greece","GRMWIP00","GRCOAL",2019,0
"Greece","GRMWIP00","GRCOAL",2020,0
"Greece","GRMWIP00","GRCOAL",2021,0
"Greece","GRMWIP00","GRCOAL",2022,0
"Greece","GRMWIP00","GRCOAL",2023,0
"Greece","GRMWIP00","GRCOAL",2024,0
"Greece","GRMWIP00","GRCOAL",2025,0
"Greece","GRMWIP00","GRCOAL",2026,0
"Greece","GRMWIP00","GRCOAL",2027,0
"Greece","GRMWIP00","GRCOAL",2028,0
"Greece","GRMWIP00","GRCOAL",2029,0
"Greece","GRMWIP00","GRCOAL",2030,0
"Greece","GRMWIP00","GRCOAL",2031,0
"Greece","GRMWIP00","GRCOAL",2032,0
"Greece","GRMWIP00","GRCOAL",2033,0
"Greece","GRMWIP00","GRCOAL",2034,0
"Greece","GRMWIP00","GRCOAL",2035,0
"Greece","GRMWIP00","GRCOAL",2036,0
"Greece","GRMWIP00","GRCOAL",2037,0
"Greece","GRMWIP00","GRCOAL",2038,0
"Greece","GRMWIP00","GRCOAL",2039,0
"Greece","GRMWIP00","GRCOAL",2040,0
"Greece","GRMWIP00","GRCOAL",2041,0
"Greece","GRMWIP00","GRCOAL",2042,0
"Greece","GRMWIP00","GRCOAL",2043,0
"Greece","GRMWIP00","GRCOAL",2044,0
"Greece","GRMWIP00","GRCOAL",2045,0
"Greece","GRMWIP00","GRCOAL",2046,0
"Greece","GRMWIP00","GRCOAL",2047,0
"Greece","GRMWIP00","GRCOAL",2048,0
"Greece","GRMWIP00","GRCOAL",2049,0
"Greece","GRMWIP00","GRCOAL",2050,0
"Greece","GRMWIP00","GRDIESEL",2019,0
"Greece","GRMWIP00","GRDIESEL",2020,0
"Greece","GRMWIP00","GRDIESEL",2021,0
"Greece","GRMWIP00","GRDIESEL",2022,0
"Greece","GRMWIP00","GRDIESEL",2023,0
